Data_Year,ID,Name,Address,ZIP Code,Community Area,Primary Property Type,SqFt,Year_Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site_EUI_kBtu_sqft,Source EUI (kBtu/sq ft),Weather_Normalized_Site_EUI_kBtu_sqft,Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251426,Haley Elemen-CPS,11411 S Eggleston Ave,60628,ROSELAND,K-12 School,101294,1979,1,43,3340225,4962614,,,,82,155,87.3,163.5,935,9.2,41.68638717,-87.63335829,"(41.68638717, -87.63335829)"
2016,102083,Pratt Blvd Place Condo Assoc,1645-63 W Pratt condo Assoc,60626,ROGERS PARK,Multifamily Housing,68000,1930,1,86,99685,5475696.9,,,,82,89.2,85.3,92.6,309.3,4.5,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2014,103699,George W Dunne Cook County Office Building,69 W. Washington Street,60602,LOOP,Office,822815,1965,1,89,32586296,34912279,,,,82,169,79,165,8401,10.21,41.88287346,-87.62989783,"(41.88287346, -87.62989783)"
2014,101850,One East Wacker,One East Wacker Drive,60601,LOOP,Office,579275,1962,1,92,17315777,30032601,,,,82,148,77,142,5074,8.76,41.88653035,-87.62754249,"(41.88653035, -87.62754249)"
2016,105070,1548 W Juneway Terrace,1548 W. Juneway Terrace,60626,ROGERS PARK,Multifamily Housing,58791,1940,1,81,629251.3,4193980.2,,,,82,108.5,87.3,114.1,338.7,5.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,101975,Daley Center,14 East Jackson Blvd.,60604,LOOP,College/University,371257,1930,1,,8307544,16115948,,5995932,,81.9,132,87,137.7,2708,7.3,41.87849557,-87.62724664,"(41.87849557, -87.62724664)"
2017,114204,"Goethe-Astor, Inc.",1301 N Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,62970,1928,1,,1627207,3528311,,,,81.9,140,88.6,147.6,488.3,7.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,252121,"15094 Chicago (Lurie), IL - US Central",211 East Grand,60611,NEAR NORTH SIDE,Hotel,106200,2012,1,49,5785964,2913600,,,,81.9,199.9,83.9,201.9,1224.5,11.5,41.89145765,-87.62213489,"(41.89145765, -87.62213489)"
2017,161305,Ninos Heroes-CPS,8344 S Commercial Ave,60617,SOUTH CHICAGO,K-12 School,73518,1981,1,19,3206845,2811129,,,,81.9,177.1,88.4,182.8,742.2,10.1,41.7441688,-87.55304379,"(41.7441688, -87.55304379)"
2016,109238,Park Condominium,4572 N Milwaukee Ave,60630,PORTAGE PARK,Multifamily Housing,52200,1972,1,89,652966.4,3620199.4,,,,81.9,112.1,88.8,118.5,312.6,6,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
2016,101731,175 W. Jackson,175 W. Jackson,60604,LOOP,Office,1809140,1928,1,92,72123913.7,27999901.9,,47996956.9,,81.9,168,81.8,168,17310.6,9.6,41.87749352,-87.63319804,"(41.87749352, -87.63319804)"
2016,251621,Langston H-CPS,226 W 104th St,60628,ROSELAND,K-12 School,100000,1990,1,25,4844412.2,3347438,,,,81.9,187.3,85.2,188.9,1070.7,10.7,41.70455455,-87.62936101,"(41.70455455, -87.62936101)"
2015,243745,Kennelly Square Condominium Association,1749 N Wells Street,60614,LINCOLN PARK,Multifamily Housing,326596,1972,2,,6936630,19792801,,,,81.8,130.3,86.2,134.9,2445,7.5,41.914201,-87.634765,"(41.914201, -87.634765)"
2017,175927,The Mayfair,1660 E. 55th st,60615,HYDE PARK,Multifamily Housing,95500,1920,1,76,871725,6943660,,,,81.8,105,89.4,113.6,530,5.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,156854,(IL272) - Delaware Place Private Res,33 West Delaware Place,60610,NEAR NORTH SIDE,Multifamily Housing,148938,1985,1,15,8740892,3435048,,,,81.8,208.5,86.1,220,1798.6,12.1,41.89887705,-87.62936387,"(41.89887705, -87.62936387)"
2017,160394,1020 W Lawrence,1020 W Lawrence Ave,60640,UPTOWN,Multifamily Housing,188837,1935,1,58,6740433,8715805,,,,81.8,160.5,85,163.8,1709.2,9.1,41.96910577,-87.65595452,"(41.96910577, -87.65595452)"
2017,103651,Four40,440 South LaSalle,60605,LOOP,Office,1157744,1984,1,61,94734180,,,,,81.8,256.9,83.2,261.3,17515.9,15.1,41.87595944,-87.63219354,"(41.87595944, -87.63219354)"
2017,104789,Commonwealth,2322 N. Commonwealth,60614,LINCOLN PARK,Multifamily Housing,80000,1926,1,74,909475,5630774,,,,81.8,109.6,87.5,115.1,467.2,5.8,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,157602,Prairie House at Central Station,1515 S. Prairie Ave,60605,NEAR SOUTH SIDE,Multifamily Housing,273040,2001,1,31,10489829,11852150,,,,81.8,166.2,85.7,169.6,2569,9.4,41.86170088,-87.6202348,"(41.86170088, -87.6202348)"
2016,253991,(IL546) - Pac Lofts,1735 N. Paulina,60622,West Town,Multifamily Housing,104905,2006,1,42,3610766.1,4968712.9,,,,81.8,157.8,85.1,157.7,929.5,8.9,41.9134254,-87.67006,"(41.9134254, -87.67006)"
2015,161305,Ninos Heroes-CPS,8344 S Commercial Ave,60617,SOUTH CHICAGO,K-12 School,73518,1981,1,21,3063299,2947376,,,,81.8,172.9,86.2,177.6,772,10.5,41.7441688,-87.55304379,"(41.7441688, -87.55304379)"
2016,166264,University Center Chicago,525 S State St,60605,LOOP,Residence Hall/Dormitory,674000,2004,1,64,26754119.8,28352698.3,,,,81.8,168.8,85,170.9,6437.3,9.6,41.8750023,-87.62716306,"(41.8750023, -87.62716306)"
2016,103651,Four40,440 South LaSalle,60605,LOOP,Office,1157744,1984,1,60,94741515.8,,,,,81.8,257,82.8,260,17462.9,15.1,41.87595944,-87.63219354,"(41.87595944, -87.63219354)"
2015,120958,156 N. Jefferson,156 N. Jefferson,60661,NEAR WEST SIDE,Office,53859,1898,1,76,1686096,2717394,,,,81.8,151.3,85.3,154.4,483,9,41.88491064,-87.64276724,"(41.88491064, -87.64276724)"
2016,252286,Delmar Apartments,5042 N. Winthrop,60640,UPTOWN,Multifamily Housing,58772,1920,1,87,1822540.3,2987434.6,,,,81.8,150.7,86.9,155.1,494.6,8.4,41.97432223,-87.65769727,"(41.97432223, -87.65769727)"
2015,175816,629 Cermak/2215 Ford,629 W Cermak,60616,LOWER WEST SIDE,Office,105600,1895,1,,1050783,7573850,,,,81.7,106.6,87.6,112.8,613,5.8,41.852683,-87.642817,"(41.852683, -87.642817)"
2016,160305,550 St. Clair Condominium,550 N St. Clair St,60611,NEAR NORTH SIDE,Multifamily Housing,170645,2008,1,82,3536459.5,10411777.3,,,,81.7,129.1,88.8,135.7,1204.9,7.1,41.89205598,-87.62271597,"(41.89205598, -87.62271597)"
2016,101738,300 E Randolph,300 East Randolph,60601,LOOP,Office,2218838,2010,1,80,112059224.2,2350986.5,,66778322.2,56304,81.7,189.8,81,192.6,24303.2,11,41.88484639,-87.61989893,"(41.88484639, -87.61989893)"
2016,156879,Morningside North Apts,170 W. Oak Street,60610,NEAR NORTH SIDE,Multifamily Housing,201827,1980,1,55,5362521,11126358.4,,,,81.7,141.3,86.9,144.1,1579.4,7.8,41.90093931,-87.63406385,"(41.90093931, -87.63406385)"
2017,240557,Fullerton Parkway Condominium Association: 345 West Fullerton Parkway Condomi...,345 West Fullerton Parkway,60614,LINCOLN PARK,Multifamily Housing,332776,1972,1,33,8752227,18397133,,,,81.6,140.6,88.1,149.3,2595.4,7.8,41.92528034,-87.63858237,"(41.92528034, -87.63858237)"
2016,251589,Nobel-CPS,4127 W Hirsch St,60651,HUMBOLDT PARK,K-12 School,75800,1910,1,51,1983521.5,4205087.6,,,,81.6,140.4,90.7,151.6,589,7.8,41.90578429,-87.72976004,"(41.90578429, -87.72976004)"
2016,146958,2607 Milwaukee LLC,"2625-27 N Kedzie, 3142-50 W Logan, 2601-07 N Milwaukee",60647,LOGAN SQUARE,Multifamily Housing,50000,1920,1,84,59095.8,4022946.3,,,,81.6,88.2,,,224.6,4.5,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2015,101679,Presidents Plaza 1,8600 West Bryn Mawr Ave,60631,OHARE,Office,417395,1980,1,76,33757577,315899,,,,81.6,254.7,81.5,254.3,6799,16.3,41.98292604,-87.84221511,"(41.98292604, -87.84221511)"
2015,160323,One Place Condominium Association,1 East 8th Street,60605,LOOP,Multifamily Housing,312000,2008,1,17,7483178,17991123,,,,81.6,135.9,83.6,136.8,2459,7.9,41.87137219,-87.62708742,"(41.87137219, -87.62708742)"
2016,101363,1101 E Hyde Park,1101 E Hyde Park Boulevard,60615,HYDE PARK,Multifamily Housing,69631,1923,1,55,328070.6,5354500.2,,,,81.6,95.5,89.9,104,344.9,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,233920,SoNo Condominium Association,860 W. Blackhawk Street,60642,NEAR NORTH SIDE,Multifamily Housing,304143,2008,1,57,5702366,19077499,,,,81.5,124.7,87.7,131.3,2067.6,6.8,41.90876793,-87.65062844,"(41.90876793, -87.65062844)"
2017,244613,Fairbanks at Cityfront Plaza,240 E Illinois,60611,NEAR NORTH SIDE,Multifamily Housing,449954,2006,1,53,13297850,23368287,,,,81.5,147.3,86.4,153.9,3699.9,8.2,41.89139925,-87.62079715,"(41.89139925, -87.62079715)"
2017,251777,Tolton Manor,6345 South Stewart,60621,ENGLEWOOD,Multifamily Housing,69960,1995,1,50,1632656,4067747,,,,81.5,134.3,87.4,141.3,517.9,7.4,41.77851372,-87.63461273,"(41.77851372, -87.63461273)"
2017,175059,436-446 W. Diversey Pkwy.,430 W. Diversey,60642,LAKE VIEW,Multifamily Housing,68271,1908,1,19,2129422,3435561,,,,81.5,150.8,85.2,154.7,576.2,8.4,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,158874,Earl Shapiro Hall,5800 Stony Island Avenue,60637,HYDE PARK,K-12 School,130848,2013,1,31,4573998,6093000,,,,81.5,158.7,84.2,160.2,1169.3,8.9,41.78956469,-87.58708582,"(41.78956469, -87.58708582)"
2017,250131,Yards Burlington,4510 S. Damen Ave,60609,NEW CITY,Retail Store,74536,1990,1,40,3509597,2564048,,,,81.5,184,87.5,190.3,785.1,10.5,41.80943319,-87.67500217,"(41.80943319, -87.67500217)"
2016,242605,850 Dewitt Place Condominiums,850 N Dewitt Place,60611,NEAR NORTH SIDE,Multifamily Housing,263000,1957,1,71,4035713.6,17392204.6,,,,81.5,117.6,88.7,123.4,1667.7,6.3,41.89825692,-87.62073242,"(41.89825692, -87.62073242)"
2016,251887,Stem Magnet-CPS,1522 W FILLMORE BLVD,60607,NEAR WEST SIDE,K-12 School,69329,1990,1,44,1557753.4,4094470.3,,,,81.5,132.6,91,142.5,504.6,7.3,41.86871435,-87.66486183,"(41.86871435, -87.66486183)"
2016,236366,1700 East 56th Street,1700 E 56th St,60637,HYDE PARK,Multifamily Housing,474807,1969,1,68,8473818,30234133.4,,,,81.5,122.9,89.6,130.6,3167.8,6.7,41.79375332,-87.5832183,"(41.79375332, -87.5832183)"
2015,250002,Arturo Velasquez Institute,2800 South Western,60608,LOWER WEST SIDE,College/University,175000,1996,1,,7862664,6398458,,,,81.5,179.5,84.4,181.3,1920,11,41.84099565,-87.68627778,"(41.84099565, -87.68627778)"
2016,101420,Chicago Acad-CPS,3400 N Austin Ave,60634,DUNNING,K-12 School,250844,1934,1,75,6228507.1,14208162.9,,,,81.5,137.4,88.1,144.4,1902.7,7.6,41.94253753,-87.77737003,"(41.94253753, -87.77737003)"
2017,172485,Westminster Condominium Association,36-50 N. Menard Avenue,60644,AUSTIN,Multifamily Housing,67968,1930,1,59,912150,4618231,,,,81.4,113.5,86.6,119.3,413.9,6.1,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2017,160399,Cityfront Place,400 North McClurg,60611,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,44,13434869,25197759,,,,81.4,144.6,87.2,151.8,3822.4,8.1,41.88919665,-87.61813032,"(41.88919665, -87.61813032)"
2017,175692,"Hunter Properties, Inc. (1055 W. Catalpa Ave.)",1055 W. Catalpa Ave.,60640,EDGEWATER,Multifamily Housing,67650,1969,1,82,947874,4560467,,,,81.4,114.8,86.7,120.2,417.5,6.2,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,253986,430 W. Erie LLC,430 W. Erie St.,60654,Near North Side,Office,68862,1915,1,77,3044023,2564384,,,,81.4,177.9,85.7,181.6,699,10.2,41.8915802,-87.63784,"(41.8915802, -87.63784)"
2017,254388,Eight O Five,805 N LaSalle Dr.,60610,Near North Side,Multifamily Housing,270163,2015,1,18,10134701,11853628,,,,81.4,163.9,86.4,171.6,2503.5,9.3,41.90412113,-87.63142484,"(41.90412113, -87.63142484)"
2017,235635,Hermitage on Huron Condominium (235635),70 West Huron Street,60654,NEAR NORTH SIDE,Multifamily Housing,263120,1985,1,38,6445292,14971014,,,,81.4,136.7,87.3,142.8,1986.9,7.6,41.89525082,-87.63086103,"(41.89525082, -87.63086103)"
2016,250114,Zelda Ormes Apartments,116 W ELM ST,60610,NEAR NORTH SIDE,Multifamily Housing,159276,1975,1,83,3412747.2,9545447.1,,,,81.4,130.2,83.4,129,1136,7.1,41.903163,-87.631828,"(41.903163, -87.631828)"
2016,238850,100 Bellevue Place,100 East Bellevue Place,60611,NEAR NORTH SIDE,Multifamily Housing,350600,1970,1,75,7170833.2,21352340.2,,,,81.4,128.2,86.8,133.1,2455.9,7,41.90191981,-87.62566874,"(41.90191981, -87.62566874)"
2017,250090,Irene McCoy Gaines Apartments,3700 W. Congress Parkway,60624,EAST GARFIELD PARK,Multifamily Housing,117963,1964,1,71,2038813,7549271,,,,81.3,121.5,86.9,127.3,777.9,6.6,41.8747432,-87.71838095,"(41.8747432, -87.71838095)"
2017,102552,Palmer Kedzie Condominium Association,3127-45 W Palmer,60647,LOGAN SQUARE,Multifamily Housing,60000,2005,1,54,987371,3888152,,,,81.3,119.7,97.2,137,389.1,6.5,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2017,254351,Jackson Throop Place,1241 - 1245 W Jackson Blvd.,60607,Near West Side,Multifamily Housing,113947,2016,2,47,2876743,6384080,,,,81.3,138.1,85.9,143.5,871,7.6,41.87987598,-87.65468643,"(41.87987598, -87.65468643)"
2016,103634,Lewis & O'Malley,25 E. Jackson Blvd.,60604,LOOP,College/University,380371,1928,1,,16251216.1,14654624.9,,,,81.3,174.6,85.4,176.7,3773.8,9.9,41.878202,-87.626867,"(41.878202, -87.626867)"
2016,160237,134 N. LaSalle LLC,134 N. LaSalle Street,60602,LOOP,Office,215572,1926,1,84,9143846.1,8371638.3,,,,81.3,174,85.6,176.9,2130.1,9.9,41.88412485,-87.63273874,"(41.88412485, -87.63273874)"
2016,254096,Belden Centre Condominiums,350 W Belden Ave,60614,Lincoln Park,Multifamily Housing,140220,1955,1,,3538970.8,7862999.8,,,,81.3,138.1,86.8,143.8,1069.9,7.6,41.9217371,-87.65392,"(41.9217371, -87.65392)"
2016,101900,"WASHINGTON FRANKLIN, LLC",309 W. WASHINGTON ST,60606,LOOP,Office,105313,1922,1,82,4576768.1,3987604.3,,,,81.3,176.2,85.5,177.6,1055.4,10,41.88299541,-87.63565914,"(41.88299541, -87.63565914)"
2016,160284,1251/1255 S. Michigan,1251/1255 S. Michigan Avenue,60605,NEAR SOUTH SIDE,Multifamily Housing,618708,2006,2,36,19234406.2,31084105.5,,,,81.3,150.4,85.7,153.4,5196.3,8.4,41.86623341,-87.62362373,"(41.86623341, -87.62362373)"
2015,103733,International Tower,8550 W. Bryn Mawr,60631,OHARE,Office,310839,1969,1,58,25238445,,,,,81.2,255,81.2,255,5071,16.3,41.981083,-87.840286,"(41.981083, -87.840286)"
2017,100317,C5504WAB (22251),5504 S WABASH AVE,60637,WASHINGTON PARK,Multifamily Housing,80000,1904,1,84,547664,5949883,,,,81.2,99.6,87.9,106.6,417.3,5.2,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2017,174182,Lewis Towers-ID# 174182,820 N Michigan Ave,60611,NEAR NORTH SIDE,Office,216081,1980,1,85,7862330,9678610,,,,81.2,161.3,86.5,166.3,1967.8,9.1,41.897462,-87.624885,"(41.897462, -87.624885)"
2017,160237,134 N. LaSalle LLC,134 N. LaSalle Street,60602,LOOP,Office,215572,1926,1,84,8907313,8599047,,,,81.2,171.6,85.6,176.1,2103.7,9.8,41.88412485,-87.63273874,"(41.88412485, -87.63273874)"
2017,103743,33 N. Dearborn,33 N. Dearborn,60602,LOOP,Office,372137,1966,1,92,8443697,13958306,,7805688,,81.2,131.6,85.5,136.2,2714,7.3,41.88287054,-87.62903883,"(41.88287054, -87.62903883)"
2017,159411,1130 South Michigan,1130 S Michigan Ave,60605,LOOP,Multifamily Housing,717245,1967,1,53,16300219,41914665,,,,81.2,132.7,86.3,137.4,5240.1,7.3,41.86850103,-87.62470375,"(41.86850103, -87.62470375)"
2017,160137,IL0032ZZ-CHICAGO CUSTOMHOUSE,610 S CANAL STREET,60607,NEAR WEST SIDE,Office,279320,1973,1,65,13031209,9652269,,,,81.2,182.8,85.3,186.2,2922.1,10.5,41.87397525,-87.64002227,"(41.87397525, -87.64002227)"
2016,251626,Albany Park-CPS,4929 N Sawyer Ave,60625,ALBANY PARK,K-12 School,104203,2006,1,26,4702043.1,3758872,,,,81.2,179.6,83.6,179.5,1066.3,10.2,41.97110197,-87.70939495,"(41.97110197, -87.70939495)"
2015,103641,33 North LaSalle Street,33 North LaSalle Street,60602,LOOP,Office,477171,1929,1,79,14408770,23032127,,1295292,,81.2,148.2,85.1,152.5,4187,8.8,41.88286478,-87.63205333,"(41.88286478, -87.63205333)"
2015,251405,Hefferan Ele-CPS,4409 W Wilcox St,60624,WEST GARFIELD PARK,K-12 School,60934,1961,1,26,1546817,3395841,,,,81.1,138.2,85.6,142.9,491,8.1,41.878708,-87.73579,"(41.878708, -87.73579)"
2017,242605,850 Dewitt Place Condominiums,850 N Dewitt Place,60611,NEAR NORTH SIDE,Multifamily Housing,263000,1957,1,70,3644562,17673661,,,,81.1,114.1,87.4,121,1612.6,6.1,41.89825692,-87.62073242,"(41.89825692, -87.62073242)"
2017,114201,1350 N Astor Street,1350 N Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,71495,1949,1,69,1078090,4722678,,,,81.1,116.7,88.6,125.3,450.2,6.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,251393,Waters Fine-CPS,4540 N CAMPBELL AVE,60625,LINCOLN SQUARE,K-12 School,62847,1911,1,59,1184539,3911754,,,,81.1,124.5,91.6,135.6,426.8,6.8,41.96422755,-87.69196346,"(41.96422755, -87.69196346)"
2016,200849,Sheridan Surf LLC,2850 N Sheridan Rd,60657,LAKE VIEW,Multifamily Housing,188910,1929,1,65,4097631.2,11215103.6,,,,81.1,130.4,88.1,137.8,1351,7.2,41.93394444,-87.63964018,"(41.93394444, -87.63964018)"
2016,109413,550 W. Surf,550 W. Surf,60657,LAKE VIEW,Multifamily Housing,100000,1898,1,90,1724680.7,6384387.5,,,,81.1,121.2,86.5,126.9,657,6.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2015,101420,Chicago Acad-CPS,3400 N Austin Ave,60634,DUNNING,K-12 School,250844,1934,1,75,5699968,14638829,,,,81.1,132.6,82.5,134.1,1923,7.7,41.94253753,-87.77737003,"(41.94253753, -87.77737003)"
2016,251506,PetersonElem-CPS,5500 N CHRISTIANA,60625,NORTH PARK,K-12 School,97862,1925,1,39,4054892.5,3883983.5,,,,81.1,171.8,85.1,175.9,953.7,9.7,41.981312,-87.712487,"(41.981312, -87.712487)"
2015,160438,155 North Wacker,155 N. Wacker,60606,LOOP,Office,1327735,2009,1,84,73548970,,,33948146,,81,199.5,81.2,202.7,16566,12.5,41.884658,-87.636809,"(41.884658, -87.636809)"
2015,103669,Soldier Field,1410 South Museum Campus Drive,60605,NEAR SOUTH SIDE,Stadium (Open),1548634,1924,1,,108529613,16899451,,,,81,231.5,82.7,235.7,22703,14.7,41.863884,-87.614512,"(41.863884, -87.614512)"
2014,103781,625 N Michigan Avenue,625 N Michigan Avenue,60611-4594,NEAR NORTH SIDE,Office,359409,1969,1,92,14967898,14167900,,,,81,172,76,167,3760,10.46,41.893122,-87.624155,"(41.893122, -87.624155)"
2015,175475,333 South Ashland,333 S. Ashland Avenue,60607,NEAR WEST SIDE,Office,68150,1927,1,76,1679731,3842743,,,,81,136.6,85.6,140.8,542,7.9,41.877185,-87.666647,"(41.877185, -87.666647)"
2015,173488,"F.H. Paschen, S.N. Nielsen & Associates, LLC",8734 W. Catalpa,60656,OHARE,Office,112700,1989,1,46,9125357,,,,,81,254.2,81.5,255.8,1833,16.3,41.979185,-87.844849,"(41.979185, -87.844849)"
2015,251506,PetersonElem-CPS,5500 N CHRISTIANA,60625,NORTH PARK,K-12 School,97862,1925,1,43,3738194,4185545,,,,81,164.9,82.3,166.2,973,9.9,41.981312,-87.712487,"(41.981312, -87.712487)"
2017,250134,231 South LaSalle,231 S. LaSalle Street,60604,LOOP,Office,1129407,1924,1,87,45581010,20744275,,25170781,,81,168.3,82.5,170.5,,,41.87868136,-87.63229063,"(41.87868136, -87.63229063)"
2017,103596,550 West Jackson,550 West Jackson Boulevard,60661,NEAR WEST SIDE,Office,433994,2001,1,80,35141212,,,,,81,254.3,81,254.3,6497.4,15,41.8783471,-87.64152501,"(41.8783471, -87.64152501)"
2017,105551,THE CAROLAN APARTMENTS,5480 S. Cornell Avenue,60615,HYDE PARK,Multifamily Housing,121890,1923,1,91,806692,9065320,,,,81,98.9,88.2,106.3,630.7,5.2,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,243916,2930 Sheridan Tower Condominium Association,2930 N. Sheridan Rd.,60657,LAKE VIEW,Multifamily Housing,242000,1956,1,56,5730727,13863004,,,,81,134.5,87.7,141.6,1795.9,7.4,41.93523897,-87.63972431,"(41.93523897, -87.63972431)"
2017,101865,100/150 S. Wacker,150 South Wacker,60606,LOOP,Office,1281114,1971,1,84,62071275,41663801,,,,81,186.3,85.2,190.7,13689.6,10.7,41.87965675,-87.63746431,"(41.87965675, -87.63746431)"
2016,111536,(IL587) - 2335 N. Commonwealth,2333-2341 N. Commonwealth,60657,LINCOLN PARK,Multifamily Housing,88788,1917,1,96,166683,7024201.3,,,,81,89,90.9,99.4,403.8,4.5,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,251898,Durkin Park-CPS,8445 S Kolin Ave,60625,ASHBURN,K-12 School,79722,1961,1,19,2694251,3761574.3,,,,81,155.7,84.7,159.6,696.4,8.7,41.73937185,-87.73003923,"(41.73937185, -87.73003923)"
2016,251909,Garvy Elemen-CPS,5225 N Oak Park Ave,60656,NORWOOD PARK,K-12 School,79665,1937,1,37,3056199.4,3394700.8,,,,81,165.2,85.4,169.9,743.6,9.3,41.9763901,-87.79592032,"(41.9763901, -87.79592032)"
2014,101891,224 South Michigan Avenue,224 South Michigan Avenue,60604,LOOP,Office,412504,1904,1,86,22104850,11252897,,,,81,197,75,190,5039,12.22,41.87862405,-87.62489066,"(41.87862405, -87.62489066)"
2016,251339,University Hall,2345 N. Clifton Ave.,60614,LINCOLN PARK,College/University,85705,1986,1,,3105680.9,3833394,,,,81,160.7,85.8,163.5,776.1,9.1,41.92481968,-87.65689644,"(41.92481968, -87.65689644)"
2015,251760,Walsh John-CPS,2031 S PEORIA ST,60608,LOWER WEST SIDE,K-12 School,73288,1992,1,40,2943964,2992579,,,,81,169,83.8,171.8,750,10.2,41.85437796,-87.64784268,"(41.85437796, -87.64784268)"
2015,134800,Dearborn Station,47 W. Polk Street,60605,LOOP,Other,145809,1885,1,,5759128,6037623,,,,80.9,167.5,83.1,169.5,1478,10.1,41.872273,-87.62912,"(41.872273, -87.62912)"
2017,141122,Sheridan Court,6807 N Sheridan Rd,60626,ROGERS PARK,Multifamily Housing,100000,1922,1,60,2542500,5551173,,,,80.9,129.5,88.3,137.4,717.8,7.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,253904,Vanguard Lofts Condominium Association,1250 W. Van Buren St.,60607,NEAR WEST SIDE,Multifamily Housing,117100,1927,1,21,3619955,5848508,,,,80.9,149.5,85.2,154.4,980,8.4,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,255010,Fletcher Jones Audi,949 N Elston Ave,60642,West Town,Automobile Dealership,243000,2016,1,,10794217,8863614,,,,80.9,177.8,84.4,181,2466.6,10.2,41.89962673,-87.65662412,"(41.89962673, -87.65662412)"
2017,251657,Locke Elemen-CPS,2845 N Newcastle Ave,60634,MONTCLARE,K-12 School,112000,1927,1,58,3435321,5624869,,,,80.9,149,88.9,158.3,933.9,8.3,41.9321161,-87.79631882,"(41.9321161, -87.79631882)"
2017,172900,Victory Centre of Galewood,2370 N Newcastle Ave,60607,MONTCLARE,Senior Care Community,78317,2009,1,23,3359203,2974700,,,,80.9,174.6,84.3,178.2,779.1,9.9,41.92313292,-87.79709824,"(41.92313292, -87.79709824)"
2016,161131,731 S Plymouth,731 S Plymouth,606051996,LOOP,Residence Hall/Dormitory,136993,1897,1,44,7432212.9,3647253.5,,,,80.9,198.3,86.1,209.8,1563.6,11.4,41.87269291,-87.62837598,"(41.87269291, -87.62837598)"
2016,252107,Harris Theater for Music and Dance,205 E Randolph St.,60601,LOOP,Performing Arts,140160,2003,1,,6758912.7,,,4577256.1,,80.9,184.1,80.2,186.7,1487,10.6,41.88401355,-87.62179601,"(41.88401355, -87.62179601)"
